"","Temperature....Celsius.","Year","Statistics","Country","ISO3"
"408",17.6071,1994," Dec Average"," India"," IND"
"409",16.0943,1995," Jan Average"," India"," IND"
"410",19.6104,1995," Feb Average"," India"," IND"
"411",23.2333,1995," Mar Average"," India"," IND"
"412",27.2676,1995," Apr Average"," India"," IND"
"413",29.9743,1995," May Average"," India"," IND"
"414",30.616,1995," Jun Average"," India"," IND"
"415",27.4274,1995," Jul Average"," India"," IND"
"416",26.7316,1995," Aug Average"," India"," IND"
"417",26.4964,1995," Sep Average"," India"," IND"
"418",25.3055,1995," Oct Average"," India"," IND"
"419",21.2558,1995," Nov Average"," India"," IND"
"420",18.321,1995," Dec Average"," India"," IND"
"421",17.7644,1996," Jan Average"," India"," IND"
"422",20.0235,1996," Feb Average"," India"," IND"
"423",25.0212,1996," Mar Average"," India"," IND"
"424",27.7881,1996," Apr Average"," India"," IND"
"425",30.2601,1996," May Average"," India"," IND"
"426",29.3297,1996," Jun Average"," India"," IND"
"427",27.384,1996," Jul Average"," India"," IND"
"428",26.0302,1996," Aug Average"," India"," IND"
"429",26.4419,1996," Sep Average"," India"," IND"
"430",24.4325,1996," Oct Average"," India"," IND"
"431",20.9589,1996," Nov Average"," India"," IND"
"432",17.6474,1996," Dec Average"," India"," IND"
"433",16.5527,1997," Jan Average"," India"," IND"
"434",18.8461,1997," Feb Average"," India"," IND"
"435",23.9917,1997," Mar Average"," India"," IND"
"436",26.2715,1997," Apr Average"," India"," IND"
"437",29.0944,1997," May Average"," India"," IND"
"438",28.982,1997," Jun Average"," India"," IND"
"439",27.5061,1997," Jul Average"," India"," IND"
"440",26.5325,1997," Aug Average"," India"," IND"
"441",26.2598,1997," Sep Average"," India"," IND"
"442",24.0732,1997," Oct Average"," India"," IND"
"443",21.5037,1997," Nov Average"," India"," IND"
"444",17.593,1997," Dec Average"," India"," IND"
"445",17.3313,1998," Jan Average"," India"," IND"
"446",19.9049,1998," Feb Average"," India"," IND"
"447",23.2213,1998," Mar Average"," India"," IND"
"448",28.2332,1998," Apr Average"," India"," IND"
"449",30.9213,1998," May Average"," India"," IND"
"450",30.3115,1998," Jun Average"," India"," IND"
"451",27.5315,1998," Jul Average"," India"," IND"
"452",27.0264,1998," Aug Average"," India"," IND"
"453",26.6536,1998," Sep Average"," India"," IND"
"454",25.4809,1998," Oct Average"," India"," IND"
"455",21.6602,1998," Nov Average"," India"," IND"
"456",17.8909,1998," Dec Average"," India"," IND"
"457",16.8035,1999," Jan Average"," India"," IND"
"458",20.6204,1999," Feb Average"," India"," IND"
"459",24.7059,1999," Mar Average"," India"," IND"
"460",28.9633,1999," Apr Average"," India"," IND"
"461",29.7694,1999," May Average"," India"," IND"
"462",28.842,1999," Jun Average"," India"," IND"
"463",27.153,1999," Jul Average"," India"," IND"
"464",26.5319,1999," Aug Average"," India"," IND"
"465",26.4732,1999," Sep Average"," India"," IND"
"466",25.1517,1999," Oct Average"," India"," IND"
"467",21.8239,1999," Nov Average"," India"," IND"
"468",18.168,1999," Dec Average"," India"," IND"
"469",17.745,2000," Jan Average"," India"," IND"
"470",18.8801,2000," Feb Average"," India"," IND"
"471",23.3894,2000," Mar Average"," India"," IND"
"472",28.8589,2000," Apr Average"," India"," IND"
"473",29.9904,2000," May Average"," India"," IND"
"474",28.6751,2000," Jun Average"," India"," IND"
"475",26.9515,2000," Jul Average"," India"," IND"
"476",26.7808,2000," Aug Average"," India"," IND"
